4,2,"(4:3) Fils des hommes, jusques à quand ma gloire sera-t-elle outragée ? Jusques à quand aimerez-vous la vanité, Chercherez-vous le mensonge ? -Pause."
4,3,"(4:4) Sachez que l'Éternel s'est choisi un homme pieux ; L'Éternel entend, quand je crie à lui."
4,4,"(4:5) Tremblez, et ne péchez point ; Parlez en vos coeurs sur votre couche, puis taisez-vous."
4,5,"(4:6) Offrez des sacrifices de justice, Et confiez-vous à l'Éternel."
4,6,"(4:7) Plusieurs disent : Qui nous fera voir le bonheur ? Fais lever sur nous la lumière de ta face, ô Éternel !"
4,7,"(4:8) Tu mets dans mon coeur plus de joie qu'ils n'en ont Quand abondent leur froment et leur moût."
4,8,"(4:9) Je me couche et je m'endors en paix, Car toi seul, ô Éternel ! tu me donnes la sécurité dans ma demeure."
5,1,"(5:1) Au chef des chantres. Avec les flûtes. Psaume de David. (5:2) Prête l'oreille à mes paroles, ô Éternel ! Écoute mes gémissements !"
5,2,"(5:3) Sois attentif à mes cris, mon roi et mon Dieu ! C'est à toi que j'adresse ma prière."
5,3,"(5:4) Éternel ! le matin tu entends ma voix ; Le matin je me tourne vers toi, et je regarde."
5,4,"(5:5) Car tu n'es point un Dieu qui prenne plaisir au mal ; Le méchant n'a pas sa demeure auprès de toi."
5,5,"(5:6) Les insensés ne subsistent pas devant tes yeux ; Tu hais tous ceux qui commettent l'iniquité."
5,6,"(5:7) Tu fais périr les menteurs ; L'Éternel abhorre les hommes de sang et de fraude."
5,7,"(5:8) Mais moi, par ta grande miséricorde, je vais à ta maison, Je me prosterne dans ton saint temple avec crainte."
5,8,"(5:9) Éternel ! conduis-moi dans ta justice, à cause de mes ennemis, Aplanis ta voie sous mes pas."
5,9,"(5:10) Car il n'y a point de sincérité dans leur bouche ; Leur coeur est rempli de malice, Leur gosier est un sépulcre ouvert, Et ils ont sur la langue des paroles flatteuses."
5,10,"(5:11) Frappe-les comme des coupables, ô Dieu ! Que leurs desseins amènent leur chute ! Précipite-les au milieu de leurs péchés sans nombre ! Car ils se révoltent contre toi."
5,11,"(5:12) Alors tous ceux qui se confient en toi se réjouiront, Ils auront de l'allégresse à toujours, et tu les protégeras ; Tu seras un sujet de joie Pour ceux qui aiment ton nom."
5,12,"(5:13) Car tu bénis le juste, ô Éternel ! Tu l'entoures de ta grâce comme d'un bouclier."
6,1,"(6:1) Au chef des chantres. Avec instruments à cordes. Sur la harpe à huit cordes. Psaume de David. (6:2) Éternel ! ne me punis pas dans ta colère, Et ne me châtie pas dans ta fureur."
6,2,"(6:3) Aie pitié de moi, Éternel ! car je suis sans force ; Guéris-moi, Éternel ! car mes os sont tremblants."
6,3,"(6:4) Mon âme est toute troublée ; Et toi, Éternel ! jusques à quand ?..."
6,4,"(6:5) Reviens, Éternel ! délivre mon âme ; Sauve-moi, à cause de ta miséricorde."
6,5,"(6:6) Car celui qui meurt n'a plus ton souvenir ; Qui te louera dans le séjour des morts ?"
6,6,"(6:7) Je m'épuise à force de gémir ; Chaque nuit ma couche est baignée de mes larmes, Mon lit est arrosé de mes pleurs."
6,7,"(6:8) J'ai le visage usé par le chagrin ; Tous ceux qui me persécutent le font vieillir."
6,8,"(6:9) Éloignez-vous de moi, vous tous qui faites le mal ! Car l'Éternel entend la voix de mes larmes ;"
6,9,"(6:10) L'Éternel exauce mes supplications, L'Éternel accueille ma prière."
6,10,"(6:11) Tous mes ennemis sont confondus, saisis d'épouvante ; Ils reculent, soudain couverts de honte."
7,1,"(7:1) Complainte de David. Chantée à l'Éternel, au sujet de Cusch, Benjamite. (7:2) Éternel, mon Dieu ! je cherche en toi mon refuge ; Sauve-moi de tous mes persécuteurs, et délivre-moi,"
7,2,"(7:3) Afin qu'il ne me déchire pas, comme un lion Qui dévore sans que personne vienne au secours."
7,3,"(7:4) Éternel, mon Dieu ! si j'ai fait cela, S'il y a de l'iniquité dans mes mains,"
7,4,"(7:5) Si j'ai rendu le mal à celui qui était paisible envers moi, Si j'ai dépouillé celui qui m'opprimait sans cause,"
7,5,"(7:6) Que l'ennemi me poursuive et m'atteigne, Qu'il foule à terre ma vie, Et qu'il couche ma gloire dans la poussière ! -Pause."
7,6,"(7:7) Lève-toi, ô Éternel ! dans ta colère, Lève-toi contre la fureur de mes adversaires, Réveille-toi pour me secourir, ordonne un jugement !"
7,7,"(7:8) Que l'assemblée des peuples t'environne ! Monte au-dessus d'elle vers les lieux élevés !"
7,8,"(7:9) L'Éternel juge les peuples : Rends-moi justice, ô Éternel ! Selon mon droit et selon mon innocence !"
7,9,"(7:10) Mets un terme à la malice des méchants, Et affermis le juste, Toi qui sondes les coeurs et les reins, Dieu juste !"
7,10,"(7:11) Mon bouclier est en Dieu, Qui sauve ceux dont le coeur est droit."
7,11,"(7:12) Dieu est un juste juge, Dieu s'irrite en tout temps."
7,12,"(7:13) Si le méchant ne se convertit pas, il aiguise son glaive, Il bande son arc, et il vise ;"
7,13,"(7:14) Il dirige sur lui des traits meurtriers, Il rend ses flèches brûlantes."
7,14,"(7:15) Voici, le méchant prépare le mal, Il conçoit l'iniquité, et il enfante le néant."
7,15,"(7:16) Il ouvre une fosse, il la creuse, Et il tombe dans la fosse qu'il a faite."
7,16,"(7:17) Son iniquité retombe sur sa tête, Et sa violence redescend sur son front."
7,17,"(7:18) Je louerai l'Éternel à cause de sa justice, Je chanterai le nom de l'Éternel, du Très Haut."
8,1,"(8:1) Au chef des chantres. Sur la guitthith. Psaume de David. (8:2) Éternel, notre Seigneur ! Que ton nom est magnifique sur toute la terre ! Ta majesté s'élève au-dessus des cieux."
8,2,"(8:3) Par la bouche des enfants et de ceux qui sont à la mamelle Tu as fondé ta gloire, pour confondre tes adversaires, Pour imposer silence à l'ennemi et au vindicatif."
8,3,"(8:4) Quand je contemple les cieux, ouvrage de tes mains, La lune et les étoiles que tu as créées :"
8,4,"(8:5) Qu'est-ce que l'homme, pour que tu te souviennes de lui ? Et le fils de l'homme, pour que tu prennes garde à lui ?"
8,5,"(8:6) Tu l'as fait de peu inférieur à Dieu, Et tu l'as couronné de gloire et de magnificence."
8,6,"(8:7) Tu lui as donné la domination sur les oeuvres de tes mains, Tu as tout mis sous ses pieds,"
8,7,"(8:8) Les brebis comme les boeufs, Et les animaux des champs,"
8,8,"(8:9) Les oiseaux du ciel et les poissons de la mer, Tout ce qui parcourt les sentiers des mers."
8,9,"(8:10) Éternel, notre Seigneur ! Que ton nom est magnifique sur toute la terre !"
9,1,"(9:1) Au chef des chantres. Sur « Meurs pour le fils ». Psaume de David. (9:2) Je louerai l'Éternel de tout mon coeur, Je raconterai toutes tes merveilles."
9,2,"(9:3) Je ferai de toi le sujet de ma joie et de mon allégresse, Je chanterai ton nom, Dieu Très Haut !"
9,3,"(9:4) Mes ennemis reculent, Ils chancellent, ils périssent devant ta face."
9,4,"(9:5) Car tu soutiens mon droit et ma cause, Tu sièges sur ton trône en juste juge."
9,5,"(9:6) Tu châties les nations, tu détruis le méchant, Tu effaces leur nom pour toujours et à perpétuité."
9,6,"(9:7) Plus d'ennemis ! Des ruines éternelles ! Des villes que tu as renversées ! Leur souvenir est anéanti."
9,7,"(9:8) L'Éternel règne à jamais, Il a dressé son trône pour le jugement ;"
9,8,"(9:9) Il juge le monde avec justice, Il juge les peuples avec droiture."
9,9,"(9:10) L'Éternel est un refuge pour l'opprimé, Un refuge au temps de la détresse."
9,10,"(9:11) Ceux qui connaissent ton nom se confient en toi. Car tu n'abandonnes pas ceux qui te cherchent, ô Éternel !"
9,11,"(9:12) Chantez à l'Éternel, qui réside en Sion, Publiez parmi les peuples ses hauts faits !"
9,12,"(9:13) Car il venge le sang et se souvient des malheureux, Il n'oublie pas leurs cris."
9,13,"(9:14) Aie pitié de moi, Éternel ! Vois la misère où me réduisent mes ennemis, Enlève-moi des portes de la mort,"
9,14,"(9:15) Afin que je publie toutes tes louanges, Dans les portes de la fille de Sion, Et que je me réjouisse de ton salut."
9,15,"(9:16) Les nations tombent dans la fosse qu'elles ont faite, Leur pied se prend au filet qu'elles ont caché."
9,16,"(9:17) L'Éternel se montre, il fait justice, Il enlace le méchant dans l'oeuvre de ses mains. Jeu d'instruments. Pause."
9,17,"(9:18) Les méchants se tournent vers le séjour des morts, Toutes les nations qui oublient Dieu."
9,18,"(9:19) Car le malheureux n'est point oublié à jamais, L'espérance des misérables ne périt pas à toujours."
9,19,"(9:20) Lève-toi, ô Éternel ! Que l'homme ne triomphe pas ! Que les nations soient jugées devant ta face !"
9,20,"(9:21) Frappe-les d'épouvante, ô Éternel ! Que les peuples sachent qu'ils sont des hommes ! Pause."
10,1,"Pourquoi, ô Éternel ! te tiens-tu éloigné ? Pourquoi te caches-tu au temps de la détresse ?"
10,2,"Le méchant dans son orgueil poursuit les malheureux, Ils sont victimes des trames qu'il a conçues."
10,3,"Car le méchant se glorifie de sa convoitise, Et le ravisseur outrage, méprise l'Éternel."
10,4,"Le méchant dit avec arrogance : Il ne punit pas ! Il n'y a point de Dieu ! -Voilà toutes ses pensées."
10,5,"Ses voies réussissent en tout temps ; Tes jugements sont trop élevés pour l'atteindre, Il souffle contre tous ses adversaires."
10,6,"Il dit en son coeur : Je ne chancelle pas, Je suis pour toujours à l'abri du malheur !"
10,7,"Sa bouche est pleine de malédictions, de tromperies et de fraudes ; Il y a sous sa langue de la malice et de l'iniquité."
10,8,"Il se tient en embuscade près des villages, Il assassine l'innocent dans des lieux écartés ; Ses yeux épient le malheureux."
10,9,"Il est aux aguets dans sa retraite, comme le lion dans sa tanière, Il est aux aguets pour surprendre le malheureux ; Il le surprend et l'attire dans son filet."
10,10,"Il se courbe, il se baisse, Et les misérables tombent dans ses griffes."
10,11,"Il dit en son coeur : Dieu oublie ! Il cache sa face, il ne regarde jamais !"
10,12,"Lève-toi, Éternel ! ô Dieu, lève ta main ! N'oublie pas les malheureux !"
10,13,"Pourquoi le méchant méprise-t-il Dieu ? Pourquoi dit-il en son coeur : Tu ne punis pas ?"
10,14,"Tu regardes cependant, car tu vois la peine et la souffrance, Pour prendre en main leur cause ; C'est à toi que s'abandonne le malheureux, C'est toi qui viens en aide à l'orphelin."
10,15,"Brise le bras du méchant, Punis ses iniquités, et qu'il disparaisse à tes yeux !"
10,16,"L'Éternel est roi à toujours et à perpétuité ; Les nations sont exterminées de son pays."
10,17,"Tu entends les voeux de ceux qui souffrent, ô Éternel ! Tu affermis leur coeur ; tu prêtes l'oreille"
10,18,"Pour rendre justice à l'orphelin et à l'opprimé, Afin que l'homme tiré de la terre cesse d'inspirer l'effroi."
11,1,"Au chef des chantres. De David. C'est en l'Éternel que je cherche un refuge. Comment pouvez-vous me dire : Fuis dans vos montagnes, comme un oiseau ?"
11,2,"Car voici, les méchants bandent l'arc, Ils ajustent leur flèche sur la corde, Pour tirer dans l'ombre sur ceux dont le coeur est droit."
11,3,"Quand les fondements sont renversés, Le juste, que ferait-il ? -"
11,4,"L'Éternel est dans son saint temple, L'Éternel a son trône dans les cieux ; Ses yeux regardent, Ses paupières sondent les fils de l'homme."
11,5,"L'Éternel sonde le juste ; Il hait le méchant et celui qui se plaît à la violence."
11,6,"Il fait pleuvoir sur les méchants Des charbons, du feu et du soufre ; Un vent brûlant, c'est le calice qu'ils ont en partage."
11,7,"Car l'Éternel est juste, il aime la justice ; Les hommes droits contemplent sa face."
12,1,"(12:1) Au chef des chantres. Sur la harpe à huit cordes. Psaume de David. (12:2) Sauve, Éternel ! car les hommes pieux s'en vont, Les fidèles disparaissent parmi les fils de l'homme."
12,2,"(12:3) On se dit des faussetés les uns aux autres, On a sur les lèvres des choses flatteuses, On parle avec un coeur double."
12,3,"(12:4) Que l'Éternel extermine toutes les lèvres flatteuses, La langue qui discourt avec arrogance,"
12,4,"(12:5) Ceux qui disent : Nous sommes puissants par notre langue, Nous avons nos lèvres avec nous ; Qui serait notre maître ? -"
12,5,"(12:6) Parce que les malheureux sont opprimés et que les pauvres gémissent, Maintenant, dit l'Éternel, je me lève, J'apporte le salut à ceux contre qui l'on souffle."
12,6,"(12:7) Les paroles de l'Éternel sont des paroles pures, Un argent éprouvé sur terre au creuset, Et sept fois épuré."
12,7,"(12:8) Toi, Éternel ! tu les garderas, Tu les préserveras de cette race à jamais."
12,8,"(12:9) Les méchants se promènent de toutes parts, Quand la bassesse règne parmi les fils de l'homme."
13,1,"Au chef des chantres. Psaume de David."
13,2,"Jusques à quand, Éternel ! m'oublieras-tu sans cesse ? Jusques à quand me cacheras-tu ta face ?"
13,3,"Jusques à quand aurai-je des soucis dans mon âme, Et chaque jour des chagrins dans mon coeur ? Jusques à quand mon ennemi s'élèvera-t-il contre moi ?"
13,4,"Regarde, réponds-moi, Éternel, mon Dieu ! Donne à mes yeux la clarté, Afin que je ne m'endorme pas du sommeil de la mort,"
13,5,"Afin que mon ennemi ne dise pas : Je l'ai vaincu ! Et que mes adversaires ne se réjouissent pas, si je chancelle."
13,6,"Moi, j'ai confiance en ta bonté, J'ai de l'allégresse dans le coeur, à cause de ton salut ; Je chante à l'Éternel, car il m'a fait du bien."
14,1,"Au chef des chantres. De David. L'insensé dit en son coeur : Il n'y a point de Dieu ! Ils se sont corrompus, ils ont commis des actions abominables ; Il n'en est aucun qui fasse le bien."
14,2,"L'Éternel, du haut des cieux, regarde les fils de l'homme, Pour voir s'il y a quelqu'un qui soit intelligent, Qui cherche Dieu."
14,3,"Tous sont égarés, tous sont pervertis ; Il n'en est aucun qui fasse le bien, Pas même un seul."
14,4,"Tous ceux qui commettent l'iniquité ont-ils perdu le sens ? Ils dévorent mon peuple, ils le prennent pour nourriture ; Ils n'invoquent point l'Éternel."
14,5,"C'est alors qu'ils trembleront d'épouvante, Quand Dieu paraîtra au milieu de la race juste."
14,6,"Jetez l'opprobre sur l'espérance du malheureux... L'Éternel est son refuge."
14,7,"Oh ! qui fera partir de Sion la délivrance d'Israël ? Quand l'Éternel ramènera les captifs de son peuple, Jacob sera dans l'allégresse, Israël se réjouira."
15,1,"Psaume de David. Ô Éternel ! qui séjournera dans ta tente ? Qui demeurera sur ta montagne sainte ?"
15,2,"Celui qui marche dans l'intégrité, qui pratique la justice Et qui dit la vérité selon son coeur."
15,3,"Il ne calomnie point avec sa langue, Il ne fait point de mal à son semblable, Et il ne jette point l'opprobre sur son prochain."
15,4,"Il regarde avec dédain celui qui est méprisable, Mais il honore ceux qui craignent l'Éternel ; Il ne se rétracte point, s'il fait un serment à son préjudice."
15,5,"Il n'exige point d'intérêt de son argent, Et il n'accepte point de don contre l'innocent. Celui qui se conduit ainsi ne chancelle jamais."
16,1,"Hymne de David. Garde-moi, ô Dieu ! car je cherche en toi mon refuge."
16,2,"Je dis à l'Éternel : Tu es mon Seigneur, Tu es mon souverain bien !"
16,3,"Les saints qui sont dans le pays, Les hommes pieux sont l'objet de toute mon affection."
16,4,"On multiplie les idoles, on court après les dieux étrangers : Je ne répands pas leurs libations de sang, Je ne mets pas leurs noms sur mes lèvres."
16,5,"L'Éternel est mon partage et mon calice ; C'est toi qui m'assures mon lot ;"
16,6,"Un héritage délicieux m'est échu, Une belle possession m'est accordée."
16,7,"Je bénis l'Éternel, mon conseiller ; La nuit même mon coeur m'exhorte."
16,8,"J'ai constamment l'Éternel sous mes yeux ; Quand il est à ma droite, je ne chancelle pas."
16,9,"Aussi mon coeur est dans la joie, mon esprit dans l'allégresse, Et mon corps repose en sécurité."
16,10,"Car tu ne livreras pas mon âme au séjour des morts, Tu ne permettras pas que ton bien-aimé voie la corruption."
16,11,"Tu me feras connaître le sentier de la vie ; Il y a d'abondantes joies devant ta face, Des délices éternelles à ta droite."
17,1,"Prière de David. Éternel ! écoute la droiture, sois attentif à mes cris, Prête l'oreille à ma prière faite avec des lèvres sans tromperie !"
17,2,"Que ma justice paraisse devant ta face, Que tes yeux contemplent mon intégrité !"
17,3,"Si tu sondes mon coeur, si tu le visites la nuit, Si tu m'éprouves, tu ne trouveras rien : Ma pensée n'est pas autre que ce qui sort de ma bouche."
17,4,"À la vue des actions des hommes, fidèle à la parole de tes lèvres, Je me tiens en garde contre la voie des violents ;"
17,5,"Mes pas sont fermes dans tes sentiers, Mes pieds ne chancellent point."
17,6,"Je t'invoque, car tu m'exauces, ô Dieu ! Incline vers moi ton oreille, écoute ma parole !"
17,7,"Signale ta bonté, toi qui sauves ceux qui cherchent un refuge, Et qui par ta droite les délivres de leurs adversaires !"
17,8,"Garde-moi comme la prunelle de l'oeil ; Protège-moi, à l'ombre de tes ailes,"
17,9,"Contre les méchants qui me persécutent, Contre mes ennemis acharnés qui m'enveloppent."
17,10,"Ils ferment leurs entrailles, Ils ont à la bouche des paroles hautaines."
17,11,"Ils sont sur nos pas, déjà ils nous entourent, Ils nous épient pour nous terrasser."
17,12,"On dirait un lion avide de déchirer, Un lionceau aux aguets dans son repaire."
17,13,"Lève-toi, Éternel, marche à sa rencontre, renverse-le ! Délivre-moi du méchant par ton glaive !"
17,14,"Délivre-moi des hommes par ta main, Éternel, des hommes de ce monde ! Leur part est dans la vie, Et tu remplis leur ventre de tes biens ; Leurs enfants sont rassasiés, Et ils laissent leur superflu à leurs petits-enfants."
17,15,"Pour moi, dans mon innocence, je verrai ta face ; Dès le réveil, je me rassasierai de ton image."
18,1,"(18:1) Au chef des chantres. Du serviteur de l'Éternel, de David, qui adressa à l'Éternel les paroles de ce cantique, lorsque l'Éternel l'eut délivré de la main de tous ses ennemis et de la main de Saül. Il dit : (18:2) Je t'aime, ô Éternel, ma force !"
18,2,"(18:3) Éternel, mon rocher, ma forteresse, mon libérateur ! Mon Dieu, mon rocher, où je trouve un abri ! Mon bouclier, la force qui me sauve, ma haute retraite !"
18,3,"(18:4) Je m'écrie : Loué soit l'Éternel ! Et je suis délivré de mes ennemis."
18,4,"(18:5) Les liens de la mort m'avaient environné, Et les torrents de la destruction m'avaient épouvanté ;"
18,5,"(18:6) Les liens du sépulcre m'avaient entouré, Les filets de la mort m'avaient surpris."
18,6,"(18:7) Dans ma détresse, j'ai invoqué l'Éternel, J'ai crié à mon Dieu ; De son palais, il a entendu ma voix, Et mon cri est parvenu devant lui à ses oreilles."
18,7,"(18:8) La terre fut ébranlée et trembla, Les fondements des montagnes frémirent, Et ils furent ébranlés, parce qu'il était irrité."
18,8,"(18:9) Il s'élevait de la fumée dans ses narines, Et un feu dévorant sortait de sa bouche : Il en jaillissait des charbons embrasés."
18,9,"(18:10) Il abaissa les cieux, et il descendit : Il y avait une épaisse nuée sous ses pieds."
18,10,"(18:11) Il était monté sur un chérubin, et il volait, Il planait sur les ailes du vent."
18,11,"(18:12) Il faisait des ténèbres sa retraite, sa tente autour de lui, Il était enveloppé des eaux obscures et de sombres nuages."
18,12,"(18:13) De la splendeur qui le précédait s'échappaient les nuées, Lançant de la grêle et des charbons de feu."
18,13,"(18:14) L'Éternel tonna dans les cieux, Le Très Haut fit retentir sa voix, Avec la grêle et les charbons de feu."
18,14,"(18:15) Il lança ses flèches et dispersa mes ennemis, Il multiplia les coups de la foudre et les mit en déroute."
18,15,"(18:16) Le lit des eaux apparut, Les fondements du monde furent découverts, Par ta menace, ô Éternel ! Par le bruit du souffle de tes narines."
18,16,"(18:17) Il étendit sa main d'en haut, il me saisit, Il me retira des grandes eaux ;"
18,17,"(18:18) Il me délivra de mon adversaire puissant, De mes ennemis qui étaient plus forts que moi."
18,18,"(18:19) Ils m'avaient surpris au jour de ma détresse ; Mais l'Éternel fut mon appui."
18,19,"(18:20) Il m'a mis au large, Il m'a sauvé, parce qu'il m'aime."
18,20,"(18:21) L'Éternel m'a traité selon ma droiture, Il m'a rendu selon la pureté de mes mains ;"
18,21,"(18:22) Car j'ai observé les voies de l'Éternel, Et je n'ai point été coupable envers mon Dieu."
18,22,"(18:23) Toutes ses ordonnances ont été devant moi, Et je ne me suis point écarté de ses lois."
18,23,"(18:24) J'ai été sans reproche envers lui, Et je me suis tenu en garde contre mon iniquité."
18,24,"(18:25) Aussi l'Éternel m'a rendu selon ma droiture, Selon la pureté de mes mains devant ses yeux."
18,25,"(18:26) Avec celui qui est bon tu te montres bon, Avec l'homme droit tu agis selon la droiture,"
18,26,"(18:27) Avec celui qui est pur tu te montres pur, Et avec le pervers tu agis selon sa perversité."
18,27,"(18:28) Tu sauves le peuple qui s'humilie, Et tu abaisses les regards hautains."
18,28,"(18:29) Oui, tu fais briller ma lumière ; L'Éternel, mon Dieu, éclaire mes ténèbres."
18,29,"(18:30) Avec toi je me précipite sur une troupe en armes, Avec mon Dieu je franchis une muraille."
18,30,"(18:31) Les voies de Dieu sont parfaites, La parole de l'Éternel est éprouvée ; Il est un bouclier pour tous ceux qui se confient en lui."
18,31,"(18:32) Car qui est Dieu, si ce n'est l'Éternel ; Et qui est un rocher, si ce n'est notre Dieu ?"
18,32,"(18:33) C'est Dieu qui me ceint de force, Et qui me conduit dans la voie droite."
18,33,"(18:34) Il rend mes pieds semblables à ceux des biches, Et il me place sur mes lieux élevés."
18,34,"(18:35) Il exerce mes mains au combat, Et mes bras tendent l'arc d'airain."
18,35,"(18:36) Tu me donnes le bouclier de ton salut, Ta droite me soutient, Et je deviens grand par ta bonté."
18,36,"(18:37) Tu élargis le chemin sous mes pas, Et mes pieds ne chancellent point."
18,37,"(18:38) Je poursuis mes ennemis, je les atteins, Et je ne reviens pas avant de les avoir anéantis."
18,38,"(18:39) Je les brise, et ils ne peuvent se relever ; Ils tombent sous mes pieds."
18,39,"(18:40) Tu me ceins de force pour le combat, Tu fais plier sous moi mes adversaires."
18,40,"(18:41) Tu fais tourner le dos à mes ennemis devant moi, Et j'extermine ceux qui me haïssent."
18,41,"(18:42) Ils crient, et personne pour les sauver ! Ils crient à l'Éternel, et il ne leur répond pas !"
18,42,"(18:43) Je les broie comme la poussière qu'emporte le vent, Je les foule comme la boue des rues."
18,43,"(18:44) Tu me délivres des dissensions du peuple ; Tu me mets à la tête des nations ; Un peuple que je ne connaissais pas m'est asservi."
18,44,"(18:45) Ils m'obéissent au premier ordre, Les fils de l'étranger me flattent ;"
18,45,"(18:46) Les fils de l'étranger sont en défaillance, Ils tremblent hors de leurs forteresses."
18,46,"(18:47) Vive l'Éternel, et béni soit mon rocher ! Que le Dieu de mon salut soit exalté,"
18,47,"(18:48) Le Dieu qui est mon vengeur, Qui m'assujettit les peuples,"
18,48,"(18:49) Qui me délivre de mes ennemis ! Tu m'élèves au-dessus de mes adversaires, Tu me sauves de l'homme violent."
18,49,"(18:50) C'est pourquoi je te louerai parmi les nations, ô Éternel ! Et je chanterai à la gloire de ton nom."
18,50,"(18:51) Il accorde de grandes délivrances à son roi, Et il fait miséricorde à son oint, À David, et à sa postérité, pour toujours."
19,1,"(19:1) Au chef des chantres. Psaume de David. (19:2) Les cieux racontent la gloire de Dieu, Et l'étendue manifeste l'oeuvre de ses mains."
19,2,"(19:3) Le jour en instruit un autre jour, La nuit en donne connaissance à une autre nuit."
19,3,"(19:4) Ce n'est pas un langage, ce ne sont pas des paroles Dont le son ne soit point entendu :"
19,4,"(19:5) Leur retentissement parcourt toute la terre, Leurs accents vont aux extrémités du monde, Où il a dressé une tente pour le soleil."
19,5,"(19:6) Et le soleil, semblable à un époux qui sort de sa chambre, S'élance dans la carrière avec la joie d'un héros ;"
19,6,"(19:7) Il se lève à une extrémité des cieux, Et achève sa course à l'autre extrémité : Rien ne se dérobe à sa chaleur."
19,7,"(19:8) La loi de l'Éternel est parfaite, elle restaure l'âme ; Le témoignage de l'Éternel est véritable, il rend sage l'ignorant."
19,8,"(19:9) Les ordonnances de l'Éternel sont droites, elles réjouissent le coeur ; Les commandements de l'Éternel sont purs, ils éclairent les yeux."
19,9,"(19:10) La crainte de l'Éternel est pure, elle subsiste à toujours ; Les jugements de l'Éternel sont vrais, ils sont tous justes."
19,10,"(19:11) Ils sont plus précieux que l'or, que beaucoup d'or fin ; Ils sont plus doux que le miel, que celui qui coule des rayons."
19,11,"(19:12) Ton serviteur aussi en reçoit instruction ; Pour qui les observe la récompense est grande."
19,12,"(19:13) Qui connaît ses égarements ? Pardonne-moi ceux que j'ignore."
19,13,"(19:14) Préserve aussi ton serviteur des orgueilleux ; Qu'ils ne dominent point sur moi ! Alors je serai intègre, innocent de grands péchés."
19,14,"(19:15) Reçois favorablement les paroles de ma bouche Et les sentiments de mon coeur, Ô Éternel, mon rocher et mon libérateur !"
20,1,"(20:1) Au chef des chantres. Psaume de David. (20:2) Que l'Éternel t'exauce au jour de la détresse, Que le nom du Dieu de Jacob te protège !"
20,2,"(20:3) Que du sanctuaire il t'envoie du secours, Que de Sion il te soutienne !"
20,3,"(20:4) Qu'il se souvienne de toutes tes offrandes, Et qu'il agrée tes holocaustes ! -Pause."
20,4,"(20:5) Qu'il te donne ce que ton coeur désire, Et qu'il accomplisse tous tes desseins !"
